ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
47831,66,673,2335,2901,40,2,0,6,0,102,211,675,696,695,2,1,2,128,66,0,18,10,120,1720,141384.0,82.2,0.68,7,1,2131,73,277.11
47837,64,623,2178,2733,30,2,0,1,0,547,689,592,610,609,2,1,28,145,74,15,19,10,60,9300,28737.0,3.09,0.05,39,1,2530,2779,56.32
47853,68,665,2286,2863,37,2,0,5,0,679,883,699,722,721,3,2,50,71,28,11,54,15,100,2024,141680.0,70.0,0.7,44,1,2253,4551,277.69
47857,83,1142,380,565,11,2,0,5,0,0,33,1195,1238,1236,3,2,21,88,43,35,54,15,20,340,9860.0,29.0,1.45,21,1,613,4975,13.82
47862,73,443,1525,2093,26,2,0,1,0,467,725,1825,1906,1879,2,1,37,34,9,31,49,10,60,50,2700.0,54.0,0.9,48,1,4687,5432,2.78
47864,66,780,2495,3170,40,2,0,6,0,324,421,802,824,823,2,1,2,128,66,0,18,10,120,1785,146727.0,82.2,0.68,7,1,1442,4560,316.34
47870,37,1073,263,321,35,2,0,5,0,682,891,1146,1185,1184,3,2,70,89,44,39,54,15,20,39,1248.0,32.0,1.6,85,1,409,4166,2.06
47923,77,637,2211,2749,42,2,0,5,0,577,715,609,627,626,3,2,50,70,27,11,54,15,100,1000,72000.0,72.0,0.72,44,1,1711,3267,141.12
47937,66,300,1158,1633,40,2,0,5,0,136,80,1688,1754,1731,2,1,28,59,14,15,47,11,30,24192,254016.0,10.5,0.35,39,1,1780,5113,314.22
47949,112,884,2663,3501,33,2,0,3,2,691,871,933,978,977,2,1,13,56,12,15,49,10,30,87018,394191.54,4.53,0.15,11,1,4687,5432,849.88
47953,66,79,704,1023,40,2,0,5,0,91,217,1415,1476,1474,2,5,46,121,62,15,27,11,60,2231,4685.1,2.1,0.04,65,0,3456,5502,5.8
47975,66,1045,200,370,40,2,0,6,0,537,751,1113,1153,1152,2,1,2,128,66,0,18,10,120,1575,129465.0,82.2,0.68,7,1,1961,4071,213.62
47977,71,518,1614,2172,41,2,0,5,0,93,109,1852,1936,1910,3,2,70,89,44,39,54,15,20,3000,96000.0,32.0,1.6,85,1,3202,4478,112.99
47979,66,568,1788,2388,40,2,0,6,0,259,426,1959,2050,2004,2,1,2,156,80,27,1,10,30,300,6978.0,23.26,0.78,7,1,4687,5433,8.21
48043,31,862,2627,3385,18,2,0,5,0,603,805,887,909,908,3,2,50,70,27,11,54,15,100,8178,727842.0,89.0,0.89,44,1,516,1046,1569.23
48044,126,154,835,1109,34,2,0,5,0,309,330,1518,1577,1575,3,2,50,70,27,11,54,15,100,204,18156.0,89.0,0.89,9,0,3469,5515,22.46
48065,112,802,2502,3242,33,2,0,3,0,330,387,843,862,861,2,5,13,101,57,15,2,7,240,11668,35004.0,3.0,0.01,11,1,2179,2947,75.47
48099,19,581,1806,2341,8,2,0,5,0,318,379,1954,2046,2016,3,2,70,89,44,39,54,15,20,41,1312.0,32.0,1.6,85,0,3595,5641,1.54
48102,81,509,1877,2516,33,2,0,3,3,713,798,1991,2081,2028,2,1,51,34,9,31,49,10,60,18,911.9,50.66,0.84,48,1,4687,5432,0.94
48120,66,803,2521,3235,40,2,0,5,0,339,413,832,852,851,2,1,62,104,57,15,13,10,60,2400,5640.0,2.35,0.04,84,1,2927,4689,12.16
48151,64,1127,335,462,30,2,0,5,0,242,233,1154,1194,1193,2,1,13,117,61,15,32,11,30,42074,225095.9,5.35,0.18,12,1,2081,2369,315.58
48155,66,892,2716,3491,40,2,0,5,0,754,97,942,968,967,2,1,28,183,85,15,33,10,60,1008,7005.6,6.95,0.12,39,0,3675,5721,15.1
48182,62,507,1645,2132,16,2,0,6,0,744,213,1835,1916,1879,2,1,2,157,80,27,1,10,60,272,1863.2,6.85,0.11,7,1,1905,4636,1.92
48184,64,500,1659,2157,30,2,0,5,0,147,238,1848,1932,1923,2,5,13,126,66,15,0,10,60,1592,12799.68,8.04,0.13,11,1,744,1686,13.16
48214,81,509,1598,2264,33,2,0,3,3,713,441,1881,1968,1929,2,1,51,145,74,15,19,10,60,19,243.66,12.82,0.21,11,0,4687,5432,0.25
48216,68,1163,409,574,37,2,0,5,0,46,340,1229,1273,1271,3,2,70,89,44,39,54,15,20,4250,136000.0,32.0,1.6,85,1,501,675,190.67
48228,54,203,962,1292,9,2,0,5,0,409,547,1530,1590,1588,3,2,21,88,43,35,54,15,20,3400,98600.0,29.0,1.45,21,1,350,189,121.97
48236,81,243,1032,1996,33,2,0,3,3,571,807,1767,1845,1809,2,5,58,7,0,15,21,7,240,36,987.14,27.42,0.11,11,0,4687,5432,1.22
48261,64,595,1871,2496,30,2,0,6,0,514,750,1990,2080,2028,2,5,2,131,66,24,52,7,300,350,10787.0,30.82,0.1,3,1,4687,5433,12.7
48301,54,1176,451,683,9,2,0,5,0,294,397,1252,1299,1297,3,2,50,70,27,11,54,15,100,6290,503200.0,80.0,0.8,9,1,1609,4160,705.49
48319,81,330,1219,1562,33,2,0,3,3,158,253,1625,1683,1668,2,1,58,145,74,15,19,10,60,275,4974.52,18.09,0.3,23,0,4687,5432,5.11
48419,112,978,92,166,33,2,0,3,2,316,410,1125,1144,1143,2,1,22,145,74,15,19,10,60,10817,29422.24,2.72,0.05,23,1,246,1657,48.55
48438,79,914,2734,3498,39,2,0,1,0,131,171,930,956,955,2,1,42,152,79,23,36,10,60,223,20404.5,91.5,1.52,55,1,1083,4768,33.67
48497,112,884,2672,3514,33,2,0,3,2,691,863,940,965,964,2,1,62,104,57,15,13,10,60,185954,459306.38,2.47,0.04,84,1,3239,783,990.26
48500,64,891,2689,3485,30,2,0,5,2,751,879,951,975,974,2,1,28,145,74,15,19,10,60,176100,427923.0,2.43,0.04,39,1,1291,2205,922.6
48516,62,514,1679,2248,16,2,0,5,0,107,260,1892,1982,1942,2,5,13,177,85,15,1,0,100,120,540.0,4.5,0.04,11,1,3232,4953,0.56
48517,17,772,2463,3108,42,2,0,5,0,271,305,781,802,801,3,2,50,70,27,11,54,15,100,1845,132840.0,72.0,0.72,44,1,4,1633,286.4
48519,60,262,1066,1369,34,2,0,5,0,592,827,1581,1641,1632,3,3,50,29,49,11,54,16,100,165,1320.0,8.0,0.08,9,0,3495,5541,1.63
48523,129,39,641,887,37,2,0,5,0,627,135,1355,1410,1408,3,2,50,70,27,11,54,15,100,2744,219520.0,80.0,0.8,9,1,414,2053,307.77
48559,81,509,1601,2491,33,2,0,3,3,713,146,1971,2061,2012,2,1,51,145,74,15,19,10,60,20,256.48,12.82,0.21,11,0,4687,5432,0.26
48595,66,568,1786,2457,40,2,0,6,0,259,426,1984,2076,2024,2,1,2,156,80,27,1,10,30,400,9304.0,23.26,0.78,7,0,3616,5662,10.95
48623,79,1226,566,805,39,2,0,5,0,479,644,1304,1355,1353,2,1,46,28,6,15,29,10,30,1558,35055.0,22.5,0.75,65,1,973,3011,49.15
48624,62,429,1477,1839,16,2,0,5,2,443,626,1801,1881,1845,2,1,13,59,14,15,47,11,30,15080,165276.8,10.96,0.37,12,1,4687,5433,169.9
48640,23,521,1626,2419,6,2,0,5,0,98,156,1956,2048,2002,3,2,21,87,42,35,54,15,30,594,16394.4,27.6,0.92,21,1,2719,5116,19.3
48655,81,243,1032,1995,33,2,0,3,3,571,807,1767,1845,1809,2,5,58,54,12,15,41,0,30,20,66.33,3.32,0.11,11,0,4687,5432,0.08
48665,23,521,1625,2301,6,2,0,5,0,98,156,1905,1995,1952,3,2,21,87,42,35,54,15,30,517,14269.2,27.6,0.92,21,1,2555,4931,16.79
48690,62,132,827,1085,16,2,0,5,0,58,368,1443,1502,1500,2,5,13,101,57,15,2,7,240,2064,2951.52,1.43,0.01,11,1,2979,4143,3.65
48706,64,891,2686,3483,30,2,0,5,2,751,879,951,975,974,2,1,28,56,12,15,49,10,30,38113,157406.69,4.13,0.14,39,1,1637,4427,339.37
48729,81,509,1600,2414,33,2,0,3,3,713,627,1936,2025,1980,2,1,51,62,16,21,1,10,120,1,25.59,25.59,0.21,48,1,4687,5432,0.03
48741,54,341,1233,1669,9,2,0,5,0,184,234,1678,1743,1724,2,5,22,147,74,15,41,1,60,3900,7215.0,1.85,0.03,25,1,1695,3228,7.42
48746,112,802,2503,3246,33,2,0,3,0,330,387,843,862,861,2,1,13,104,57,15,13,10,60,32070,81137.1,2.53,0.04,11,1,797,1498,174.93
48755,62,1195,535,819,16,2,0,5,2,447,729,1364,1418,1416,2,1,46,175,84,15,33,10,30,96,431.04,4.49,0.15,65,0,3437,5483,0.6
48757,81,168,878,1115,33,3,0,3,3,331,895,1436,1495,1493,2,1,58,10,0,15,33,10,60,114,7956.64,69.8,1.16,25,0,4687,5432,9.84
48765,31,723,2381,2966,18,2,0,5,0,165,251,718,743,742,3,2,50,70,27,11,54,15,100,1,80.0,80.0,0.8,44,1,3107,5077,0.17
48773,100,388,1457,1826,28,2,0,5,0,258,542,1735,1808,1788,3,2,50,70,27,11,54,15,100,9935,884215.0,89.0,0.89,9,1,2060,4237,908.97
48821,62,392,1347,1908,16,2,0,5,0,337,514,1779,1857,1823,2,5,22,181,85,15,2,7,240,936,1825.2,1.95,0.01,23,1,4687,5433,1.88
48825,66,562,1812,2365,40,2,0,5,0,50,390,1963,2054,2006,2,1,28,175,84,15,33,10,30,22700,71505.0,3.15,0.1,39,1,4687,5433,84.16
48826,73,742,2414,3202,26,2,0,1,0,227,51,804,826,825,2,1,34,155,80,27,1,0,84,320,3312.0,10.35,0.12,3,1,4687,5432,7.14
48839,54,367,1304,2173,9,2,0,5,0,35,328,1867,1955,1918,3,2,50,70,27,11,54,15,100,4750,380000.0,80.0,0.8,9,1,961,2130,390.64
48842,81,243,1034,1882,33,2,0,3,3,571,675,1736,1809,1784,2,5,58,131,66,24,52,7,300,4,93.81,23.45,0.08,3,1,4687,5432,0.12
48857,112,802,2503,3322,33,2,0,3,0,330,387,843,953,952,2,5,13,101,57,15,2,7,240,11628,34884.0,3.0,0.01,11,1,2173,1969,75.21
48870,59,147,832,1104,15,2,0,6,0,306,436,1464,1527,1525,2,5,2,131,66,24,52,7,300,20,1216.4,60.82,0.2,3,1,2448,356,1.5
48872,19,357,1250,1731,8,2,0,3,3,33,56,1678,1743,1732,3,2,71,72,29,11,54,15,100,2500,287975.0,115.19,1.15,9,0,4687,5432,296.04
48879,112,802,2488,3216,33,2,0,3,0,330,387,822,842,841,2,1,22,175,84,15,33,10,30,11574,90508.68,7.82,0.26,23,1,3063,5212,195.14
48906,81,509,1600,2413,33,2,0,3,3,713,627,1936,2025,1980,2,1,51,61,15,15,17,11,30,13,283.8,21.83,0.73,11,0,4687,5432,0.29
48923,81,509,1596,2206,33,2,0,3,3,713,43,1854,1939,1904,2,1,51,152,79,23,36,10,60,6,366.99,61.16,1.02,55,0,4687,5432,0.38
48945,79,239,1022,1321,39,2,0,5,2,636,740,1579,1639,1634,2,1,46,119,62,15,10,11,60,165179,1072011.71,6.49,0.11,65,1,1910,3016,1326.08
48958,19,357,1249,1651,8,2,0,5,0,33,48,1676,1742,1735,3,2,70,89,44,39,54,15,20,30,960.0,32.0,1.6,85,0,3519,5565,0.99
48994,66,412,1411,2026,40,2,0,5,0,438,499,1811,1892,1852,2,1,46,110,59,15,9,11,60,20000,162000.0,8.1,0.13,65,1,2104,4489,166.54
49003,68,1029,187,276,37,2,0,6,0,555,635,1098,1136,1135,2,1,2,128,66,0,18,10,120,20000,674000.0,33.7,0.28,7,1,2297,1973,1112.1
49014,93,1046,207,282,18,2,0,5,0,529,705,1083,1118,1117,3,2,50,70,27,11,54,15,100,8276,736564.0,89.0,0.89,44,1,1055,2146,1215.33
49025,120,251,1062,1365,7,2,0,5,0,568,830,1566,1628,1623,3,2,49,83,40,28,54,15,100,2000,700000.0,350.0,3.5,71,1,2386,5139,865.9
49063,100,236,1003,1403,28,2,0,5,0,504,674,1580,1638,1637,3,2,50,70,27,11,54,15,100,3073,273497.0,89.0,0.89,9,1,344,1861,338.32
49071,81,509,1599,2383,33,2,0,3,3,713,518,1921,2011,1965,2,5,51,23,5,34,13,0,60,3,47.7,15.9,0.26,14,0,4687,5432,0.05
49076,66,127,797,1173,40,2,0,5,0,52,353,1487,1548,1546,2,1,28,110,59,15,9,11,60,39045,320559.45,8.21,0.14,39,1,2414,4662,396.53
49085,37,1075,275,381,35,2,0,5,0,757,847,1143,1183,1182,3,3,50,29,49,11,54,16,100,4,32.0,8.0,0.08,9,1,1007,5284,0.05
49116,68,362,1265,1828,37,2,0,6,0,31,300,1766,1844,1814,2,5,2,131,66,24,52,7,300,268,8259.76,30.82,0.1,3,1,1415,2404,8.49
49150,83,1141,371,612,11,2,0,5,0,69,33,1219,1263,1261,3,2,21,88,43,35,54,15,20,44,1276.0,29.0,1.45,21,1,4687,5433,1.79
49169,64,1116,421,600,30,2,0,1,0,244,495,1211,1257,1255,2,1,46,59,14,15,47,11,30,4560,62335.2,13.67,0.46,65,1,2558,4095,87.39
49211,112,978,95,403,33,2,0,3,2,316,410,1158,1199,1198,2,1,22,145,74,15,19,10,60,57925,157556.0,2.72,0.05,23,1,2701,4625,259.97
49214,64,623,2189,3073,30,2,0,1,0,547,689,756,775,774,2,1,28,145,74,15,19,10,60,60300,186327.0,3.09,0.05,39,1,1843,1319,365.2
49225,66,738,2422,3092,40,2,0,5,0,62,10,781,802,801,2,1,13,169,82,15,34,0,60,15624,22654.8,1.45,0.02,11,1,85,1978,48.84
49254,81,168,878,1115,33,3,0,3,3,331,895,1436,1495,1493,2,1,58,145,74,15,19,10,60,265,4896.7,18.48,0.31,23,0,4687,5432,6.06
49301,25,763,2455,3044,4,2,0,5,0,5,347,759,778,777,3,2,50,70,27,11,54,15,100,5,360.0,72.0,0.72,44,1,1612,4843,0.78
49320,79,1175,469,606,39,2,0,6,0,325,504,1216,1260,1258,2,1,2,157,80,27,1,10,60,429,2938.65,6.85,0.11,7,1,2695,129,4.12
49359,81,532,1720,2185,33,2,0,3,3,125,242,1844,1928,1892,2,1,51,58,13,15,46,11,30,5000,185776.9,37.16,1.24,65,1,4687,5432,218.66
49363,60,161,858,1136,34,2,0,5,0,279,444,1518,1577,1575,3,3,50,30,7,11,54,16,1,45,225.0,5.0,5.0,9,0,3471,5517,0.28
49366,112,884,2660,3502,33,2,0,3,2,691,871,932,978,977,2,1,13,104,57,15,13,10,60,76554,181432.98,2.37,0.04,11,1,4687,5432,391.17
49378,71,663,2293,2954,41,2,0,5,0,690,841,710,733,732,3,2,70,89,44,39,54,15,20,5500,176000.0,32.0,1.6,85,1,942,1514,344.96
49380,81,615,2222,2885,33,2,0,3,3,496,865,643,663,662,2,1,58,104,57,15,13,10,60,2000,19410.49,9.71,0.16,11,1,4687,5432,38.04
49386,112,978,88,95,33,2,0,3,2,316,410,1036,1064,1063,2,1,22,175,84,15,33,10,30,54008,349431.76,6.47,0.22,23,1,1889,605,576.56
49387,60,1207,518,725,34,2,0,5,0,460,629,1296,1346,1344,3,2,70,89,44,39,54,15,20,749,23968.0,32.0,1.6,85,1,1418,3720,33.6
49405,31,862,2627,3383,18,2,0,5,0,603,805,887,909,908,3,2,50,70,27,11,54,15,100,2578,229442.0,89.0,0.89,44,1,535,1088,494.68
49406,68,407,1388,2039,37,2,0,5,0,351,494,1835,1916,1879,3,2,50,70,27,11,54,15,100,504,40320.0,80.0,0.8,9,1,1047,2565,41.45
49429,79,208,918,1205,39,2,0,5,0,409,594,1492,1552,1550,3,2,50,70,27,11,54,15,100,3047,243760.0,80.0,0.8,9,1,440,1248,301.53
49435,57,403,1396,1816,12,2,0,5,0,343,587,1726,1797,1772,2,5,13,54,12,15,41,0,30,33000,51480.0,1.56,0.05,11,1,1234,1838,52.92
49436,81,168,878,1115,33,3,0,3,3,331,895,1436,1495,1493,2,5,58,5,0,47,21,7,240,42,870.41,20.72,0.09,32,0,4687,5432,1.08
49494,66,412,1412,1968,40,2,0,5,0,438,499,1781,1859,1832,2,1,28,59,14,15,47,11,30,3096,32508.0,10.5,0.35,39,0,3547,5593,33.42
49498,79,43,654,829,39,2,0,1,0,674,892,1314,1364,1362,2,1,42,152,79,23,36,10,60,390,21645.0,55.5,0.92,55,1,2001,3547,30.35
49529,81,613,2197,2825,33,2,0,3,3,496,706,612,630,629,2,1,58,56,12,15,49,10,30,29672,524304.06,17.67,0.59,23,1,4687,5432,1027.64
49535,81,509,1877,2516,33,2,0,3,3,713,798,1991,2081,2028,2,1,51,152,79,23,36,10,60,12,789.03,65.75,1.1,55,0,4687,5432,0.81
49540,49,138,810,1040,34,2,0,5,0,22,358,1460,1521,1519,2,5,13,146,74,15,41,1,30,625,781.25,1.25,0.04,11,1,1785,433,0.97
49585,73,347,1236,1586,26,2,0,5,0,202,241,1644,1707,1718,2,1,28,110,59,15,9,11,60,250000,2027500.0,8.11,0.14,39,1,1788,961,2084.27
49587,81,243,1032,1994,33,2,0,3,3,571,807,1767,1845,1809,2,1,58,10,0,15,33,10,60,50,3857.34,77.15,1.29,11,0,4687,5432,4.77
49607,81,744,2394,2971,33,2,0,3,3,213,259,687,708,707,2,5,58,42,10,40,23,1,60,8,121.46,15.18,0.25,15,0,4687,5432,0.26
49653,79,228,986,1444,39,2,0,1,0,458,730,1590,1650,1641,2,1,10,33,9,31,33,10,120,287,19114.2,66.6,0.55,10,0,3497,5543,23.64
49656,81,330,1219,1562,33,2,0,3,3,158,253,1625,1683,1668,2,1,58,183,85,15,33,10,60,32,790.81,24.71,0.41,11,0,4687,5432,0.81
49660,60,549,1747,2343,34,2,0,5,0,235,316,1972,2062,2015,3,2,70,89,44,39,54,15,20,10,320.0,32.0,1.6,85,0,3596,5642,0.38
49694,112,884,2659,3574,33,2,0,3,2,691,871,976,1001,1000,2,1,13,183,85,15,33,10,60,70030,513319.9,7.33,0.12,11,1,1841,1502,1106.72
49749,60,143,815,1108,34,2,0,5,0,37,327,1498,1559,1557,3,3,50,30,7,11,54,16,1,115,575.0,5.0,5.0,9,0,3468,5514,0.71
49760,81,411,1435,2108,33,2,0,3,3,430,210,1813,1894,1854,2,1,51,41,10,15,22,3,30,6,91.48,15.25,0.51,11,0,4687,5432,0.09
49765,19,581,1806,2341,8,2,0,5,0,318,379,1954,2046,2016,3,2,70,89,44,39,54,15,20,9,288.0,32.0,1.6,85,0,3595,5641,0.34
49796,81,531,1721,2148,33,2,0,3,3,125,228,1835,1916,1879,2,5,58,8,0,15,21,7,240,191,4145.72,21.71,0.09,11,0,4687,5432,4.88
49829,23,255,1041,1347,6,2,0,5,0,637,740,1588,1648,1638,3,2,50,70,27,11,54,15,100,2796,223680.0,80.0,0.8,9,1,199,1856,276.69
49832,60,143,816,1212,34,2,0,5,0,37,327,1542,1603,1601,3,2,50,70,27,11,54,15,100,250,22250.0,89.0,0.89,9,0,3483,5529,27.52
49837,64,1087,319,505,30,2,0,6,0,115,153,1175,1220,1218,2,1,2,157,80,27,1,10,60,110,753.5,6.85,0.11,7,1,2150,99,1.24
49859,54,633,2273,2903,9,2,0,1,0,667,873,679,701,700,2,1,42,57,13,1,46,11,30,6960,350784.0,50.4,1.68,55,1,4687,5432,687.54
49875,62,84,724,963,16,2,0,2,0,163,276,1364,1418,1416,3,2,57,70,27,11,54,15,100,4000,466000.0,116.5,1.16,9,1,4687,5432,576.44
49881,112,929,2762,221,33,2,0,3,2,179,237,1072,1111,1110,2,1,13,175,84,15,33,10,30,124312,826674.8,6.65,0.22,11,1,232,170,1364.01
49907,48,77,696,1142,24,2,0,5,2,96,132,1502,1561,1559,2,1,46,59,14,15,47,11,30,60000,689400.0,11.49,0.38,65,1,2818,1024,852.79
49919,66,468,1550,2151,40,2,0,5,0,638,834,1848,1932,1896,2,1,46,110,59,15,9,11,60,7000,56700.0,8.1,0.13,65,1,3354,157,58.29
49926,54,70,691,1273,9,2,0,5,0,82,513,1478,1541,1539,3,2,15,75,32,16,54,15,50,900,81900.0,91.0,1.82,17,1,4687,5433,114.82
49957,81,613,2206,2808,33,2,0,3,3,496,706,590,608,607,2,5,58,54,12,15,41,0,30,4910,18698.88,3.81,0.13,11,1,4687,5432,36.65
50031,81,243,1030,1618,33,2,0,3,3,571,767,1639,1701,1686,2,5,58,49,12,15,19,0,90,46,1196.97,26.02,0.29,11,0,4687,5432,1.48
50078,81,744,2394,2971,33,2,0,3,3,213,259,687,708,707,2,1,58,47,11,41,36,4,30,30,846.07,28.2,0.94,15,0,4687,5432,1.82
50109,81,243,1032,1995,33,2,0,3,3,571,807,1767,1845,1809,2,1,58,41,10,15,22,3,30,8,136.19,17.02,0.57,11,0,4687,5432,0.17
50220,19,482,1569,2028,8,2,0,5,0,643,807,1812,1893,1867,3,2,70,89,44,39,54,15,20,70,2240.0,32.0,1.6,85,0,3557,5603,2.3
50231,66,803,2527,3186,40,2,0,5,0,339,413,811,833,832,2,1,46,10,0,15,33,10,60,151,2399.39,15.89,0.26,65,1,2973,4723,5.17
50235,77,542,1719,2271,42,2,0,5,0,164,43,1923,2013,1967,3,3,50,30,7,11,54,16,1,6500,32500.0,5.0,5.0,9,0,3586,5632,38.25
50255,66,673,2354,3034,40,2,0,5,0,102,158,741,761,760,2,1,13,169,82,15,34,0,60,10416,15103.2,1.45,0.02,11,0,3652,5698,29.6
50261,77,406,1486,1857,42,2,0,5,1,377,559,1746,1819,1793,2,1,13,117,61,15,32,11,30,18000,83700.0,4.65,0.16,12,1,826,837,86.04
50287,71,352,1248,1592,41,2,0,5,0,228,16,1644,1707,1697,2,1,46,183,85,15,33,10,60,6160,40040.0,6.5,0.11,65,1,1851,2374,41.16
50294,77,406,1379,1769,42,2,0,5,1,377,449,1721,1791,1767,2,1,28,145,74,15,19,10,60,78000,170040.0,2.18,0.04,39,1,2434,3431,174.8
50301,81,411,1435,2108,33,2,0,3,3,430,210,1813,1894,1854,2,1,51,61,15,15,17,11,30,11,332.32,30.21,1.01,11,0,4687,5432,0.34
50309,79,106,820,1082,39,2,0,5,0,205,356,1431,1490,1488,2,5,43,54,12,15,41,0,30,168,336.0,2.0,0.07,64,1,3075,55,0.42
50314,112,929,2767,3563,33,2,0,3,2,179,278,973,998,997,2,1,22,175,84,15,33,10,30,82500,565950.0,6.86,0.23,23,1,2562,4686,933.82
50316,100,652,2238,2822,28,2,0,5,0,684,832,655,675,674,3,2,50,70,27,11,54,15,100,4817,385360.0,80.0,0.8,44,1,1214,3549,755.31
50345,127,1091,307,461,36,2,0,5,0,720,137,1161,1204,1203,2,1,13,123,64,15,11,13,90,20000,272000.0,13.6,0.15,11,1,1739,1399,448.8
50380,81,301,1216,1611,33,2,0,3,3,144,253,1638,1700,1685,2,1,58,44,10,15,36,3,30,58,1068.21,18.42,0.61,11,0,4687,5432,1.32
50383,68,1052,227,533,37,2,0,6,0,635,822,1196,1240,1238,2,5,40,42,10,40,23,1,60,3000,21000.0,7.0,0.12,20,0,3413,5459,34.65
50438,81,509,1597,2232,33,2,0,3,3,713,297,1866,1953,1915,2,1,51,44,10,15,36,3,30,6,85.3,14.22,0.47,11,0,4687,5432,0.09
50483,64,623,2175,2864,30,2,0,1,0,547,689,658,678,677,2,1,13,175,84,15,33,10,30,250,2.5,0.01,0.0,11,1,1278,2580,0.0
50498,81,531,1721,2148,33,2,0,3,3,125,228,1835,1916,1879,2,5,58,102,57,15,2,7,240,36,228.01,6.33,0.03,11,0,4687,5432,0.27
50514,62,353,1254,1810,16,2,0,5,0,31,310,1755,1831,1800,3,2,50,70,27,11,54,15,100,4500,450000.0,100.0,1.0,9,1,881,1482,462.6
50524,81,686,2323,2854,33,2,0,3,3,142,88,635,655,654,2,5,58,131,66,24,52,7,300,100,4835.18,48.35,0.16,3,1,4687,5432,9.48
50581,71,1002,136,174,41,2,0,5,0,376,474,1039,1072,1071,3,2,50,70,27,11,54,15,100,2835,226800.0,80.0,0.8,44,1,145,2266,374.22
50607,62,695,2356,2905,16,2,0,5,0,108,176,678,700,699,2,1,13,130,66,15,18,10,120,740,27750.0,37.5,0.31,11,1,1033,2057,59.83
50613,66,673,2340,3027,40,2,0,5,0,102,205,742,762,761,2,1,46,175,84,15,33,10,30,1680,12600.0,7.5,0.25,65,0,3649,5695,24.7
50626,81,411,1432,1942,33,2,0,3,3,430,828,1753,1829,1797,2,5,51,23,5,34,13,0,60,6,132.03,22.0,0.37,14,0,4687,5432,0.14
50636,81,411,1436,2356,33,2,0,3,3,430,490,1911,2001,1957,2,1,51,183,85,15,33,10,60,7,174.67,24.95,0.42,11,0,4687,5432,0.18
50662,71,885,2706,3393,41,2,0,5,0,760,142,894,914,913,3,2,70,89,44,39,54,15,20,7000,224000.0,32.0,1.6,85,1,1213,2995,482.94
50665,54,633,2275,2843,9,2,0,6,0,667,841,648,668,667,2,1,2,128,66,0,18,10,120,10560,381849.6,36.16,0.3,7,1,1405,1164,748.43
50706,81,168,878,1115,33,3,0,3,3,331,895,1436,1495,1493,2,1,58,182,85,32,33,10,60,2,31.73,15.86,0.26,28,0,4687,5432,0.04
50723,85,962,2805,3557,27,2,0,5,0,6,313,961,986,985,3,2,70,89,44,39,54,15,20,520,16640.0,32.0,1.6,85,1,829,3082,27.46
50730,62,1138,434,653,16,2,0,6,0,72,321,1238,1285,1283,2,5,40,42,10,40,23,1,60,120,840.0,7.0,0.12,20,1,1407,4141,1.18
50739,112,840,2586,3506,33,2,0,3,2,520,619,933,978,977,2,1,13,56,12,15,49,10,30,120,541.2,4.51,0.15,11,1,2,1727,1.17
50752,47,512,1619,2195,25,2,0,5,0,141,179,1869,1957,1924,3,2,50,70,27,11,54,15,100,150,12000.0,80.0,0.8,9,1,2781,2408,12.34
50754,112,978,91,298,33,2,0,3,2,316,410,1128,1170,1169,2,1,22,175,84,15,33,10,30,112595,728489.65,6.47,0.22,23,1,3073,5427,1202.01
50755,62,132,826,1084,16,2,0,5,2,58,368,1511,1570,1568,2,1,13,10,0,15,33,10,60,2160,24840.0,11.5,0.19,11,0,3464,5510,30.73
50758,68,665,2281,2938,37,2,0,5,0,679,883,714,737,736,3,2,67,64,20,2,54,15,30,11990,287760.0,24.0,0.8,83,1,2042,2625,564.01
50798,62,429,1478,1945,16,2,0,5,2,443,645,1806,1887,1866,2,5,13,102,57,15,2,7,240,1650,2359.5,1.43,0.01,11,0,3545,5591,2.43
50802,68,303,1198,1463,37,2,0,5,0,128,122,1618,1676,1662,2,1,13,183,85,15,33,10,60,11500,62445.0,5.43,0.09,11,1,2723,3459,77.24
50876,64,19,581,836,30,2,0,5,2,631,690,1376,1433,1431,2,1,28,106,58,15,5,11,60,63410,278369.9,4.39,0.07,39,1,2779,1377,390.27
50893,112,929,2754,109,33,2,0,3,0,179,237,1034,1061,1060,2,5,27,5,0,47,21,7,240,32000,320640.0,10.02,0.04,32,1,329,423,529.06
50901,79,397,1323,1793,39,2,0,5,0,292,389,1721,1791,1766,3,2,50,70,27,11,54,15,100,6000,480000.0,80.0,0.8,9,1,1298,2142,493.44
50907,23,521,1628,2497,6,2,0,5,0,98,156,1990,2080,2027,3,2,50,70,27,11,54,15,100,2018,161440.0,80.0,0.8,9,1,4687,5433,190.01
50910,62,514,1680,2213,16,2,0,5,2,107,70,1899,1988,1948,2,1,28,119,62,15,10,11,60,31806,210237.66,6.61,0.11,39,0,3576,5622,216.12
