ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
6849,63,1236,466,758,30,2,0,1,0,764,184,299,309,308,2,1,22,106,58,15,5,11,60,16640,116480.0,7.0,0.12,23,1,828,111,186.37
6881,61,1236,605,204,16,2,0,5,0,764,895,234,241,240,3,2,49,82,39,28,54,15,100,25,8750.0,350.0,3.5,73,1,2653,1048,14.0
6884,61,1236,619,448,16,2,0,5,0,764,342,252,259,258,3,2,70,68,23,4,54,15,100,8,1112.0,139.0,1.39,85,1,2652,2907,1.78
6896,82,1236,670,450,11,2,0,5,0,764,53,263,270,269,2,1,10,174,84,44,33,10,30,14820,251940.0,17.0,0.57,10,1,323,3901,403.1
6913,80,1236,710,656,33,2,0,3,4,764,59,233,230,229,2,5,38,158,80,27,53,7,90,3,27.69,9.23,0.1,1,0,4687,5432,0.04
6914,80,1236,710,656,33,2,0,3,4,764,59,233,230,229,2,5,38,131,66,24,52,7,300,30,1384.5,46.15,0.15,3,0,4687,5432,2.22
6915,80,1236,710,656,33,2,0,3,4,764,59,233,230,229,2,1,38,103,57,13,13,10,60,2500,14525.0,5.81,0.1,30,0,4687,5432,23.24
6931,67,1236,719,875,37,2,0,1,0,764,35,302,313,312,2,5,27,5,0,47,21,7,240,132,3300.0,25.0,0.1,32,1,4687,5432,5.28
6932,36,1236,725,485,28,2,0,5,0,764,67,294,268,267,3,2,21,88,43,35,54,15,20,9380,253260.0,27.0,1.35,21,1,1629,1624,405.22
6933,36,1236,725,593,28,2,0,5,0,764,67,294,285,284,3,2,21,88,43,35,54,15,20,8153,220131.0,27.0,1.35,21,1,1467,757,352.21
6962,72,1236,848,824,26,2,0,5,0,764,323,323,322,321,3,2,50,71,28,11,54,15,100,4200,302358.0,71.99,0.72,44,1,3342,4815,483.77
6972,32,1236,876,570,21,2,0,3,0,764,329,270,277,276,3,2,49,82,39,28,54,15,100,7,2450.0,350.0,3.5,73,1,4687,5432,3.92
6988,88,1236,911,704,28,2,0,5,0,764,365,302,313,312,3,2,50,71,28,11,54,15,100,285,22797.15,79.99,0.8,44,1,2737,1244,36.48
6994,84,1236,939,623,27,2,0,5,0,764,375,284,291,290,3,2,50,69,24,6,54,15,25,271,20325.0,75.0,3.0,45,1,1408,1010,32.52
7007,65,1236,995,905,40,2,0,4,3,764,394,304,301,300,2,1,20,174,84,44,33,10,30,1968,40717.92,20.69,0.69,35,1,4687,848,65.15
7008,80,1236,1006,839,33,2,0,3,3,764,314,297,307,306,2,5,58,131,66,24,52,7,300,10,394.0,39.4,0.13,3,0,4687,5432,0.63
7009,80,1236,1006,839,33,2,0,3,3,764,314,297,307,306,2,5,58,178,85,32,2,7,200,100,676.0,6.76,0.03,32,0,4687,5432,1.08
7030,65,1236,1097,1170,40,2,0,1,0,764,419,343,355,354,2,5,18,42,10,40,23,1,60,400,2800.0,7.0,0.12,15,1,3103,2039,4.48
7032,65,1236,1116,983,40,2,0,5,0,764,419,315,327,326,2,5,13,177,85,15,1,0,100,630,3458.7,5.49,0.05,11,1,2318,2516,5.53
7055,80,1236,1209,841,33,2,0,3,4,764,501,298,295,294,2,5,58,35,10,40,1,1,60,6,81.66,13.61,0.23,15,0,4687,5432,0.13
7056,80,1236,1209,840,33,2,0,3,4,764,501,298,296,295,2,1,58,127,66,24,4,0,180,400,14352.0,35.88,0.2,3,1,4687,5432,22.96
7091,24,1236,1288,1016,4,2,0,5,0,764,487,334,345,344,3,2,70,89,44,39,54,15,20,500,16000.0,32.0,1.6,85,1,2384,2269,25.6
7093,24,1236,1290,1017,4,2,0,5,0,764,487,334,345,344,3,2,70,89,44,39,54,15,20,500,16000.0,32.0,1.6,85,1,2384,2269,25.6
7120,65,1236,1369,1518,40,2,0,5,0,764,523,389,402,401,2,1,46,175,84,15,33,10,30,672,9179.52,13.66,0.46,65,0,3505,5551,14.69
7121,65,1236,1370,1520,40,2,0,5,0,764,527,388,401,400,2,1,46,183,85,15,33,10,60,648,4860.0,7.5,0.12,65,0,3506,5552,7.78
7122,65,1236,1371,1421,40,2,0,5,0,764,523,362,374,373,2,1,62,169,82,15,34,0,60,9275,13448.75,1.45,0.02,84,1,2156,4708,21.52
7125,80,1236,1380,1474,33,2,0,3,3,764,895,369,313,312,2,5,58,131,66,24,52,7,300,40,1479.6,36.99,0.12,3,0,4687,5432,2.37
7126,80,1236,1380,1656,33,2,0,3,3,764,895,369,377,376,2,1,58,60,15,38,31,11,30,150,5737.5,38.25,1.27,35,1,4687,5432,9.18
7127,80,1236,1380,1474,33,2,0,3,3,764,895,369,313,312,2,1,58,56,12,15,49,10,30,1500,23790.0,15.86,0.53,23,0,4687,5432,38.06
7128,80,1236,1380,1494,33,2,0,3,3,764,895,369,315,314,2,5,58,100,57,13,2,7,240,470,2942.2,6.26,0.03,32,0,4687,5432,4.71
7129,80,1236,1380,1492,33,2,0,3,3,764,895,369,315,314,2,5,58,178,85,32,2,7,200,140,960.4,6.86,0.03,32,1,4687,5432,1.54
7172,96,1236,1519,1204,28,2,0,5,0,764,623,354,366,365,1,4,31,172,83,15,39,11,1000,20,527.0,26.35,0.03,62,1,953,1794,0.84
7176,63,1236,1544,1572,30,2,0,5,0,764,603,411,424,423,3,2,70,89,44,39,54,15,20,3400,108800.0,32.0,1.6,85,1,198,2064,174.08
7183,63,1236,1553,1161,30,2,0,5,0,764,603,335,346,345,3,2,54,91,46,14,54,15,30,6180,101970.0,16.5,0.55,74,1,1101,1416,163.15
7184,76,1236,1564,1773,42,2,0,5,0,764,603,431,444,443,3,2,67,66,21,2,54,15,25,7864,157280.0,20.0,0.8,83,1,1313,1532,308.27
7201,63,1236,1580,1239,30,2,0,1,0,764,606,346,358,357,2,1,13,119,62,15,10,11,60,45168,414642.24,9.18,0.15,11,1,2024,2136,663.43
7202,80,1236,1582,1478,33,2,0,3,3,764,895,326,337,336,2,1,58,60,15,38,31,11,30,60,2368.2,39.47,1.32,10,1,4687,5432,3.79
7218,65,1236,1665,1447,40,2,0,5,0,764,670,388,401,400,2,1,13,145,74,15,19,10,60,4200,12180.0,2.9,0.05,11,0,3499,5545,19.49
7244,80,1236,1724,1660,33,2,0,3,3,764,895,338,348,347,2,1,58,145,74,15,19,10,60,120,2428.8,20.24,0.34,23,0,4687,5432,3.89
7259,28,1236,1735,1784,15,2,0,5,0,764,788,417,420,419,3,3,50,94,51,15,54,16,100,213,2.13,0.01,0.0,44,1,508,1518,0.0
7260,99,1236,1739,1535,28,2,0,5,0,764,788,384,392,391,3,3,50,94,51,15,54,16,100,6875,68.75,0.01,0.0,44,1,4687,5433,0.11
7276,82,1236,1800,1744,11,2,0,5,0,764,737,401,414,413,3,2,70,89,44,39,54,15,20,4200,134400.0,32.0,1.6,85,1,524,1545,215.04
7321,72,1236,1833,1813,26,2,0,5,0,764,801,420,433,432,3,2,50,71,28,11,54,15,100,7690,553603.1,71.99,0.72,44,0,3527,5573,1085.06
7325,80,1236,1840,1671,33,2,0,3,3,764,895,373,380,379,2,1,58,145,74,15,19,10,60,240,4860.0,20.25,0.34,23,0,4687,5432,7.78
7326,80,1236,1840,1672,33,2,0,3,3,764,895,373,377,376,2,5,58,163,82,46,15,9,200,120,176.4,1.47,0.01,15,0,4687,5432,0.28
7327,80,1236,1840,1672,33,2,0,3,3,764,895,373,377,376,2,1,58,103,57,13,13,10,60,1500,7965.0,5.31,0.09,30,0,4687,5432,12.74
7338,53,1236,1865,2106,9,2,0,5,0,764,882,466,483,482,0,0,31,21,4,15,38,13,24,25000,17500.0,0.7,0.03,46,1,2726,5048,34.3
7398,53,1236,1884,1869,9,2,0,5,0,764,855,436,449,448,3,2,15,1,50,16,54,15,40,603,45828.0,76.0,1.9,17,1,2822,5354,89.82
7421,84,1236,1893,1878,27,2,0,1,0,764,869,416,429,428,3,2,50,69,24,6,54,15,25,7,525.0,75.0,3.0,45,1,1612,5031,1.03
7436,65,1236,1900,2451,40,2,0,5,0,764,102,489,506,505,2,1,13,145,74,15,19,10,60,7800,22620.0,2.9,0.05,11,0,3612,5658,44.34
7467,82,1236,1915,2313,11,2,0,5,0,764,119,467,484,483,3,2,61,85,26,8,54,15,1,3510,80730.0,23.0,23.0,49,1,1369,1791,158.23
7468,82,1236,1916,2111,11,2,0,5,0,764,119,444,455,454,3,2,61,85,26,8,54,15,1,3510,80730.0,23.0,23.0,49,1,1369,2133,158.23
7469,82,1236,1916,2113,11,2,0,5,0,764,119,444,455,454,3,2,61,85,26,8,54,15,1,3510,80730.0,23.0,23.0,49,1,1369,2133,158.23
7475,80,1236,1922,2541,33,2,0,3,3,764,895,537,417,416,2,1,58,182,85,32,33,10,60,350,4417.0,12.62,0.21,28,0,4687,5432,8.66
7476,80,1236,1922,2541,33,2,0,3,3,764,895,537,417,416,2,1,58,103,57,13,13,10,60,1200,5772.0,4.81,0.08,30,0,4687,5432,11.31
7477,80,1236,1922,2541,33,2,0,3,3,764,895,537,417,416,2,5,58,42,10,40,23,1,60,10,123.1,12.31,0.21,15,0,4687,5432,0.24
7607,65,1236,1953,2542,40,2,0,5,0,764,14,514,531,530,2,1,13,119,62,15,10,11,60,4032,34715.52,8.61,0.14,11,0,3622,5668,68.04
7638,67,1236,1970,2578,37,2,0,6,0,764,346,544,561,560,2,1,2,128,66,0,18,10,120,12560,516216.0,41.1,0.34,7,1,1635,609,1011.78
7675,53,1236,1977,2564,9,2,0,5,0,764,320,504,522,521,3,2,50,71,28,11,54,15,100,2000,140000.0,70.0,0.7,44,1,2220,5066,274.4
7695,61,1236,1981,2560,16,2,0,5,0,764,429,511,528,527,2,5,13,39,10,15,19,1,60,40,620.0,15.5,0.26,11,0,3624,5670,1.22
7696,61,1236,1985,2561,16,2,0,5,0,764,429,514,531,530,2,5,13,54,12,15,41,0,30,1242,2782.08,2.24,0.07,11,1,3334,923,5.45
7708,61,1236,1989,2572,16,2,0,5,0,764,437,504,522,521,3,2,70,68,23,4,54,15,100,110,15290.0,139.0,1.39,85,1,3042,1730,29.97
7718,80,1236,1992,2550,33,2,0,3,0,764,895,499,453,452,2,1,58,183,85,15,33,10,60,300,3699.0,12.33,0.21,11,0,4687,5432,7.25
7719,80,1236,1992,2550,33,2,0,3,0,764,895,499,453,452,2,5,58,181,85,15,2,7,240,540,2030.4,3.76,0.02,11,0,4687,5432,3.98
7720,80,1236,1992,2550,33,2,0,3,0,764,895,499,453,452,2,1,58,128,66,0,18,10,120,1500,47880.0,31.92,0.27,7,0,4687,5432,93.84
7721,80,1236,1995,2566,33,2,0,3,0,764,895,509,456,455,2,1,58,56,12,15,49,10,30,6734,98383.74,14.61,0.49,23,0,4687,5432,192.83
7728,80,1236,2005,2567,33,2,0,3,0,764,895,523,459,458,2,5,58,54,12,15,41,0,30,144,440.64,3.06,0.1,11,0,3625,5671,0.86
7729,80,1236,2009,2558,33,2,0,3,0,764,895,550,485,484,2,5,58,54,12,15,41,0,30,2996,9197.72,3.07,0.1,11,1,4687,5432,18.03
7730,80,1236,2011,2595,33,2,0,3,0,764,895,509,448,447,2,1,58,159,81,22,19,0,270,30,1634.7,54.49,0.2,81,0,4687,5432,3.2
7731,80,1236,2011,2595,33,2,0,3,0,764,895,509,448,447,2,5,58,53,12,36,41,0,30,400,912.0,2.28,0.08,52,0,4687,5432,1.79
7732,80,1236,2011,2595,33,2,0,3,0,764,895,509,448,447,2,5,58,35,10,40,1,1,60,10,100.6,10.06,0.17,15,0,4687,5432,0.2
7734,80,1236,2016,2586,33,2,0,3,0,764,895,508,481,480,2,5,58,163,82,46,15,9,200,650,741.0,1.14,0.01,15,0,4687,5432,1.45
7735,80,1236,2016,2586,33,2,0,3,0,764,895,508,481,480,2,5,58,100,57,13,2,7,240,350,1781.5,5.09,0.02,32,0,4687,5432,3.49
7736,80,1236,2017,2587,33,2,0,3,0,764,895,508,481,480,2,5,58,131,66,24,52,7,300,70,2163.7,30.91,0.1,3,1,4687,5432,4.24
7741,80,1236,2022,2638,33,2,0,3,3,764,384,519,536,535,2,5,58,131,66,24,52,7,300,440,15831.2,35.98,0.12,3,1,4687,5432,31.03
7748,80,1236,2032,2642,33,2,0,3,0,764,407,562,536,535,2,5,58,165,82,15,15,7,200,1500,3150.0,2.1,0.01,11,0,4687,5432,6.17
7749,80,1236,2035,2685,33,2,0,3,0,764,407,562,540,539,2,1,58,128,66,0,18,10,120,2965,106680.7,35.98,0.3,7,0,4687,5432,209.09
7750,80,1236,2036,2686,33,2,0,3,0,764,407,562,541,540,2,5,58,100,57,13,2,7,240,1900,10564.0,5.56,0.02,32,0,4687,5432,20.71
7751,80,1236,2031,2721,33,2,0,3,3,764,407,562,565,564,2,1,58,169,82,15,34,0,60,4553,13659.0,3.0,0.05,11,0,4687,5432,26.77
7775,28,1236,2054,2666,15,2,0,5,0,764,420,572,589,588,3,2,70,89,44,39,54,15,20,1371,43872.0,32.0,1.6,85,1,2280,4137,85.99
7778,80,1236,2058,2711,33,2,0,3,3,764,466,549,566,565,2,5,58,54,12,15,41,0,30,600,1890.0,3.15,0.1,11,1,4687,5432,3.7
7779,80,1236,2149,2650,33,2,0,3,3,764,466,536,539,538,2,1,58,144,74,43,19,10,60,300,5031.0,16.77,0.28,18,0,4687,5432,9.86
7837,65,1236,2105,2693,40,2,0,5,0,764,491,573,590,589,2,1,13,104,57,15,13,10,60,18000,43200.0,2.4,0.04,11,0,3633,5679,84.67
7847,84,1236,2110,2709,27,2,0,5,0,764,589,597,615,614,2,5,22,108,58,15,26,2,60,1812,4348.8,2.4,0.04,23,0,3636,5682,8.52
7849,78,1236,2112,2683,39,2,0,1,0,764,517,569,586,585,2,1,18,46,11,41,22,4,30,84,1540.56,18.34,0.61,15,1,2044,3323,3.02
7857,24,1236,2118,2645,4,2,0,5,0,764,537,570,587,586,3,2,50,71,28,11,54,15,100,15,1050.0,70.0,0.7,44,1,2044,3288,2.06
7868,67,1236,2124,2742,37,2,0,6,0,764,566,622,640,639,2,1,30,159,81,22,19,0,270,5178,461436.41,89.11,0.33,81,1,1445,1316,904.42
7894,84,1236,2138,2691,27,2,0,5,0,764,659,583,601,600,3,2,50,71,28,11,54,15,100,24,1680.0,70.0,0.7,44,1,2652,5081,3.29
7921,65,1236,959,408,40,2,0,5,0,764,895,11,12,12,2,1,30,138,73,42,22,10,270,1000,164620.0,164.62,0.61,82,1,1372,4832,
7922,53,1236,1151,640,9,2,0,6,0,764,895,15,16,16,3,2,12,70,27,11,54,15,100,500,40000.0,80.0,0.8,5,1,777,592,
7926,36,1236,1919,1088,28,2,0,4,4,764,895,5,6,6,3,2,5,70,27,11,54,15,100,500,60000.0,120.0,1.2,2,1,4687,5432,
7929,70,1236,1976,2582,41,2,0,6,0,764,895,16,17,17,3,2,12,70,27,11,54,15,100,1000,80000.0,80.0,0.8,5,1,1801,2204,
7939,61,1236,2560,3241,16,2,0,3,0,764,895,14,15,15,3,2,57,70,27,11,54,15,100,150,22500.0,150.0,1.5,2,1,4687,5432,
7953,53,1236,141,3124,9,2,0,6,0,764,895,30,30,30,3,2,12,70,27,11,54,15,100,850,68000.0,80.0,0.8,5,1,1576,1118,
7954,70,1236,167,3114,41,2,0,6,0,764,895,25,25,25,3,2,12,70,27,11,54,15,100,1250,100000.0,80.0,0.8,5,1,2137,2310,
7968,70,1236,437,409,41,2,0,4,0,764,895,46,46,46,2,1,42,99,56,10,36,0,180,1307,64461.24,49.32,0.27,50,0,4687,5432,
7970,65,1236,713,1852,40,2,0,5,0,764,160,67,70,69,2,1,64,183,85,15,33,10,60,100,1084.0,10.84,0.18,79,0,3534,5580,
7975,78,1236,786,396,39,2,0,5,0,764,895,41,41,41,2,1,10,124,65,15,7,13,120,1270,26670.0,21.0,0.18,10,1,1017,563,
7983,76,1236,1317,528,42,2,0,1,0,764,895,38,38,38,2,5,18,0,10,40,19,10,60,425,10837.5,25.5,0.42,15,1,4687,5432,
7984,61,1236,1771,1125,16,2,0,5,0,764,895,52,52,52,3,2,70,68,23,4,54,15,100,60,10500.0,175.0,1.75,67,1,2045,4726,
7990,36,1236,1932,1240,28,2,0,5,0,764,895,68,67,66,3,2,21,88,43,35,54,15,20,2496,67392.0,27.0,1.35,21,1,2875,3622,
7991,36,1236,1932,1999,28,2,0,5,0,764,895,68,71,70,3,2,21,88,43,35,54,15,20,5004,135108.0,27.0,1.35,21,1,632,397,
8005,28,1236,2077,2017,15,2,0,5,0,764,362,74,77,76,3,2,21,88,43,35,54,15,20,50,1350.0,27.0,1.35,21,1,857,3252,
8017,8,1236,2299,2570,16,2,0,5,0,764,500,88,92,91,3,2,12,70,27,11,54,15,100,1000,80000.0,80.0,0.8,5,1,1801,2584,
8023,36,1236,2385,2636,28,2,0,5,0,764,497,103,107,106,3,2,12,70,27,11,54,15,100,2500,200000.0,80.0,0.8,5,1,3153,4056,
8038,65,1236,2565,3287,40,2,0,5,0,764,742,178,183,182,2,5,13,102,57,15,2,7,240,500,950.0,1.9,0.01,11,0,3665,5711,1.52
8061,67,1236,29,3115,37,2,0,5,0,764,895,185,190,189,3,2,67,66,21,2,54,15,25,10000,200000.0,20.0,0.8,83,1,1756,2653,320.0
8062,67,1236,45,1126,37,2,0,5,0,764,527,346,358,357,3,2,67,66,21,2,54,15,25,10000,200000.0,20.0,0.8,83,1,1660,2090,320.0
8100,76,1236,224,3404,42,2,0,1,0,764,878,226,233,232,3,2,49,82,39,28,54,15,100,5,1750.0,350.0,3.5,73,1,4687,5432,2.8
8185,80,1236,446,347,33,2,0,3,4,764,154,239,246,245,2,5,38,48,12,36,19,0,90,60,2112.0,35.2,0.39,52,0,4687,5432,3.38
8186,80,1236,446,347,33,2,0,3,4,764,154,239,246,245,2,1,38,103,57,13,13,10,60,1500,9600.0,6.4,0.11,30,0,4687,5432,15.36
8192,63,1236,465,419,30,2,0,1,0,764,184,299,276,275,2,1,22,106,58,15,5,11,60,100000,700000.0,7.0,0.12,23,1,48,3088,1120.0
8204,24,1236,499,206,4,2,0,0,0,764,199,219,225,224,3,2,49,82,39,28,54,15,100,5,1750.0,350.0,3.5,73,1,4687,5432,2.8
8207,63,1236,508,71,30,2,0,1,0,764,267,223,229,228,2,1,13,56,12,15,49,10,30,32510,381992.5,11.75,0.39,11,1,1507,2604,611.19
8209,9,1236,526,168,17,2,0,3,0,764,206,235,242,241,3,2,49,82,39,28,54,15,100,50,17500.0,350.0,3.5,73,1,4687,5432,28.0
8213,36,1236,570,500,28,2,0,3,4,764,254,236,243,242,3,2,19,67,22,3,54,15,1,600,22500.0,37.5,37.5,67,1,4687,5432,36.0
8218,67,1236,575,873,37,2,0,1,0,764,225,302,313,312,2,5,18,43,10,40,24,9,200,712,8964.08,12.59,0.06,15,1,4687,5432,14.34
8231,8,1236,602,1938,16,2,0,5,0,764,60,425,438,437,3,2,70,68,23,4,54,15,100,2,278.0,139.0,1.39,85,1,2044,3953,0.54
8232,61,1236,606,372,16,2,0,5,0,764,895,247,254,253,3,2,70,68,23,4,54,15,100,125,17375.0,139.0,1.39,85,1,3267,878,27.8
8258,80,1236,710,656,33,2,0,3,4,764,59,233,230,229,2,1,38,127,66,24,4,0,180,400,18460.0,46.15,0.26,3,0,4687,5432,29.54
8263,36,1236,726,1441,28,2,0,5,0,764,50,388,382,381,3,2,21,88,43,35,54,15,20,6520,176040.0,27.0,1.35,21,1,1157,596,281.66
8264,36,1236,728,551,28,2,0,5,0,764,50,270,275,274,3,3,50,94,51,15,54,16,100,6199,61.99,0.01,0.0,44,1,4687,5433,0.1
8271,94,1236,758,488,3,2,0,5,0,764,350,263,270,269,3,2,67,66,21,2,54,15,25,232,4640.0,20.0,0.8,83,1,2869,322,7.42
8315,61,1236,861,594,16,2,0,5,0,764,329,280,287,286,3,2,49,82,39,28,54,15,100,30,10500.0,350.0,3.5,73,1,2916,2386,16.8
8316,53,1236,873,2194,9,2,0,5,0,764,329,482,500,499,3,2,21,88,43,35,54,15,20,289,7803.0,27.0,1.35,21,1,3134,1102,15.29
8317,72,1236,874,933,26,2,0,5,0,764,329,337,349,348,3,3,50,94,51,15,54,16,100,3000,30.0,0.01,0.0,44,1,4687,5433,0.05
8344,95,1236,973,1536,19,2,0,3,0,764,383,388,401,400,3,2,50,74,31,12,54,15,40,500,39500.0,79.0,1.98,67,1,4687,5432,63.2
8378,65,1236,1100,1219,40,2,0,5,0,764,419,343,355,354,2,1,46,56,12,15,49,10,30,10080,115718.4,11.48,0.38,65,1,3026,3589,185.15
8407,36,1236,1227,972,28,2,0,5,0,764,895,311,323,322,3,2,50,71,28,11,54,15,100,1130,90388.7,79.99,0.8,44,1,1394,3236,144.62
8437,24,1236,1289,1098,4,2,0,5,0,764,487,354,366,365,3,2,50,71,28,11,54,15,100,100,7199.0,71.99,0.72,44,1,1510,4395,11.52
8438,24,1236,1289,1100,4,2,0,5,0,764,487,354,351,350,3,3,50,94,51,15,54,16,100,100,1.0,0.01,0.0,44,1,4687,5433,0.0
8440,24,1236,1292,1578,4,2,0,5,0,764,487,432,445,444,3,2,70,89,44,39,54,15,20,500,16000.0,32.0,1.6,85,1,737,497,25.6
8459,65,1236,1330,1657,40,2,0,5,0,764,523,401,414,413,2,1,22,106,58,15,5,11,60,9792,72460.8,7.4,0.12,23,1,3130,3899,115.94
8460,65,1236,1335,1452,40,2,0,5,0,764,523,388,401,400,2,1,13,145,74,15,19,10,60,3840,12326.4,3.21,0.05,11,0,3501,5547,19.72
8461,65,1236,1369,1518,40,2,0,5,0,764,523,389,402,401,2,1,46,183,85,15,33,10,60,432,3240.0,7.5,0.12,65,0,3505,5551,5.18
8462,65,1236,1370,1520,40,2,0,5,0,764,527,388,401,400,2,1,46,104,57,15,13,10,60,14364,37346.4,2.6,0.04,65,0,3506,5552,59.75
8463,80,1236,1380,1474,33,2,0,3,3,764,895,369,313,312,2,1,58,170,82,46,37,0,60,100,517.0,5.17,0.09,15,0,4687,5432,0.83
8464,80,1236,1380,1474,33,2,0,3,3,764,895,369,313,312,2,1,58,47,11,41,36,4,30,80,1968.0,24.6,0.82,15,0,4687,5432,3.15
8465,80,1236,1380,1474,33,2,0,3,3,764,895,369,313,312,2,5,58,53,12,36,41,0,30,240,717.6,2.99,0.1,52,0,4687,5432,1.15
8470,90,1236,1398,1006,16,2,0,5,0,764,523,319,331,330,3,2,70,68,23,4,54,15,100,4,556.0,139.0,1.39,85,1,1612,1531,0.89
8475,61,1236,1425,1301,16,2,0,1,0,764,545,369,382,381,3,2,49,82,39,28,54,15,100,54,18900.0,350.0,3.5,73,1,4687,5432,30.24
8554,70,1236,1589,2038,41,2,0,5,0,764,628,432,445,444,3,2,67,66,21,2,54,15,25,500,10000.0,20.0,0.8,83,1,659,1434,19.6
8590,80,1236,1724,1660,33,2,0,3,3,764,895,338,348,347,2,5,58,131,66,24,52,7,300,10,354.6,35.46,0.12,3,0,4687,5432,0.57
8603,65,1236,1757,2052,40,2,0,6,0,764,711,444,457,456,2,1,2,128,66,0,18,10,120,1080,88776.0,82.2,0.68,7,1,1402,2723,174.0
8604,65,1236,1758,2016,40,2,0,5,0,764,711,436,449,448,2,1,13,10,0,15,33,10,60,380,8930.0,23.5,0.39,11,0,3554,5600,17.5
8605,65,1236,1759,1979,40,2,0,5,0,764,711,435,448,447,2,1,13,110,59,15,9,11,60,2200,25080.0,11.4,0.19,11,0,3550,5596,49.16
8616,61,1236,1804,1555,16,2,0,6,0,764,825,396,409,408,2,5,2,125,66,15,0,10,60,20,205.6,10.28,0.17,7,1,935,4449,0.33
8642,82,1236,1831,1723,11,2,0,5,0,764,791,402,414,413,3,2,61,85,26,8,54,15,1,7002,161046.0,23.0,23.0,49,1,2399,3600,257.67
8645,80,1236,1840,1672,33,2,0,3,3,764,895,373,377,376,2,1,58,56,12,15,49,10,30,1500,24300.0,16.2,0.54,23,0,4687,5432,38.88
8646,80,1236,1840,1672,33,2,0,3,3,764,895,373,377,376,2,5,58,53,12,36,41,0,30,200,572.0,2.86,0.1,52,0,4687,5432,0.92
8648,99,1236,1843,1983,28,2,0,5,0,764,801,462,447,446,3,2,21,88,43,35,54,15,20,10594,286038.0,27.0,1.35,21,1,1624,2236,560.63
8692,97,1236,1887,2079,28,2,0,1,0,764,867,496,449,448,2,1,42,57,13,1,46,11,30,2000,100800.0,50.4,1.68,55,1,761,5234,197.57
8693,97,1236,1888,2583,28,2,0,1,0,764,867,496,513,512,2,1,42,57,13,1,46,11,30,3991,201146.4,50.4,1.68,55,1,4687,5432,394.25
8713,24,1236,1895,1904,4,2,0,5,0,764,101,434,447,446,3,3,49,2,53,28,54,16,3,10,152.5,15.25,5.08,72,1,2868,3972,0.3
8714,70,1236,1898,2535,41,2,0,5,0,764,101,500,518,517,3,3,50,94,51,15,54,16,100,5500,55.0,0.01,0.0,44,0,3621,5667,0.11
8735,72,1236,1904,2534,26,2,0,5,0,764,85,519,536,535,3,2,50,70,27,11,54,15,100,4800,345600.0,72.0,0.72,44,1,528,651,677.38
8737,84,1236,1906,2130,27,2,0,5,0,764,85,456,469,468,3,2,70,89,44,39,54,15,20,650,20800.0,32.0,1.6,85,1,1505,4870,40.77
8738,84,1236,1907,2374,27,2,0,5,0,764,85,466,483,482,3,2,50,69,24,6,54,15,25,20,1500.0,75.0,3.0,45,1,3232,358,2.94
8760,103,1236,1913,2239,27,2,0,5,0,764,114,461,477,476,3,2,70,89,44,39,54,15,20,35,1120.0,32.0,1.6,85,1,279,4184,2.2
8770,82,1236,1916,2115,11,2,0,5,0,764,119,444,455,454,3,2,61,85,26,8,54,15,1,3470,79810.0,23.0,23.0,49,1,1348,2104,156.43
8802,67,1236,1933,2581,37,2,0,5,0,764,250,537,554,553,3,2,70,89,44,39,54,15,20,839,26848.0,32.0,1.6,85,1,1499,2852,52.62
8803,67,1236,1935,2608,37,2,0,1,0,764,269,554,571,570,2,1,42,57,13,1,46,11,30,2680,135072.0,50.4,1.68,55,0,3628,5674,264.74
8864,67,1236,1946,2335,37,2,0,6,0,764,269,486,504,503,2,1,2,128,66,0,18,10,120,12500,513750.0,41.1,0.34,7,1,1643,629,1006.95
8892,65,1236,1957,2562,40,2,0,5,0,764,14,516,533,532,2,1,46,183,85,15,33,10,60,168,1260.0,7.5,0.12,65,1,3232,2572,2.47
8893,65,1236,1956,2539,40,2,0,5,0,764,14,507,525,524,2,1,22,106,58,15,5,11,60,24480,168912.0,6.9,0.12,23,1,1123,3604,331.07
8909,104,1236,1965,2520,4,2,0,5,0,764,351,491,508,507,3,2,49,82,39,28,54,15,100,5,1750.0,350.0,3.5,73,1,279,4918,3.43
8922,67,1236,1971,2684,37,2,0,6,0,764,346,593,611,610,2,1,2,128,66,0,18,10,120,60,2466.0,41.1,0.34,7,0,3631,5677,4.83
8951,63,1236,1974,2579,30,2,0,5,0,764,308,513,530,529,3,2,70,89,44,39,54,15,20,1163,37216.0,32.0,1.6,85,1,1972,4344,72.94
8989,63,1236,1882,2607,30,2,0,1,0,764,102,523,541,540,2,1,22,119,62,15,10,11,60,22752,207043.2,9.1,0.15,23,1,1070,5046,405.8
8996,61,1236,1980,2596,16,2,0,6,0,764,424,520,537,536,2,5,2,125,66,15,0,10,60,14,143.92,10.28,0.17,7,1,2868,4917,0.28
9000,61,1236,1987,2590,16,2,0,5,0,764,429,523,541,540,2,1,46,175,84,15,33,10,30,560,5040.0,9.0,0.3,65,1,1693,4910,9.88
