ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
76772,81,301,1216,1611,33,2,0,3,3,144,253,1700,1685,2,1,58,103,57,13,13,10,60,-0.4259331012624918,-0.4139365000079445,-0.2282596522126312,-0.1287381156964341,30,0,1.3346517778620024,0.7473291722026011,-0.4350198453172249
83551,73,1068,4535,4983,26,2,1,7,3,695,896,1216,1215,2,1,59,110,59,15,9,11,60,-0.4510621411484424,-0.4476574135033583,-0.234399058733589,-0.1287381156964341,65,1,-0.5318968873899725,-0.462152981942917,-0.4615589383584547
73360,66,627,2161,2823,40,2,0,5,0,533,643,660,659,2,1,13,41,10,15,22,3,30,-0.4534351618136166,-0.4498165598583211,-0.1953699744217855,-0.0554701942449597,11,0,0.642553265329721,0.8773536027705215,-0.4625695664255236
8735,72,1236,1904,2534,26,2,0,5,0,764,85,536,535,3,2,50,70,27,11,54,15,100,-0.338031419991458,0.5443465223744153,1.098290685351477,0.0330618775089046,44,1,-1.417200720820367,-1.6905014260139763,0.8973113480610717
84498,111,620,3574,3856,28,2,1,7,0,474,896,632,631,2,1,59,119,62,15,10,11,60,-0.450037995387683,-0.4485765060644366,-0.2883381303105759,-0.1409494359383465,11,0,0.7120277814060972,0.9308930741808416,-0.4608717112728479
84098,62,936,4476,4764,16,2,1,7,0,207,896,1054,1053,2,1,59,162,82,15,14,0,60,-0.4537349117923755,-0.4559514896704421,-0.4514709321531703,-0.1806362267245617,11,0,0.8582550961954224,1.0435809140063728,-0.4710992673115853
84481,71,497,5921,6554,41,2,1,7,3,647,896,2082,2037,2,1,59,10,0,15,33,10,60,1.5629080078025008,2.141889179047482,-0.2372494974754623,-0.1317909457569122,65,0,1.3346517778620024,0.7473291722026011,1.392377612995452
10356,80,1236,2020,2597,33,2,0,3,0,764,895,496,495,2,1,58,166,82,46,20,0,60,-0.4504376620260281,-0.4530835177233753,-0.3918309830924369,-0.1653720764221712,15,0,1.3346517778620024,0.7473291722026011,-0.4670365424819683
62295,62,392,1344,1764,16,2,0,5,0,337,494,1799,1778,2,5,13,54,12,15,41,0,30,-0.447939745536371,-0.4547865063977121,-0.4462085837066351,-0.1714777365431274,11,1,-0.3916245311214796,-1.6828529300982165,-0.4705535281553681
11293,67,1236,3138,3650,37,2,1,7,3,764,896,511,510,2,5,59,8,0,15,21,7,240,-0.3470488985191202,-0.2489628028566956,-0.1263016510610097,-0.1653720764221712,11,1,-1.3166280880240888,0.2659838292374371,-0.1878404326735088
16707,31,724,2383,3238,18,2,0,5,0,165,562,848,847,3,2,50,70,27,11,54,15,100,-0.2470573014381459,1.499410374839215,1.2737023002359866,0.0574845179927294,44,1,-1.396689197026389,-1.6553183448014803,2.471263499714205
85337,62,114,5244,5513,16,2,1,7,0,15,896,1473,1471,2,1,59,119,62,15,10,11,60,0.8714597443005156,0.6639884277207564,-0.3210085435828159,-0.1501079261197807,65,0,1.0091140453898395,1.159838051925925,0.4955462662784938
39025,54,733,2457,3487,9,2,0,1,0,233,294,957,956,2,1,42,99,56,10,36,0,180,-0.4325775591249798,-0.3096096181497422,0.6159087444190738,-0.1012626451521312,55,1,-0.848171351051952,-1.826134753586788,-0.2506812858838542
23024,112,978,71,287,33,2,0,3,2,316,399,1131,1130,2,1,28,56,12,15,49,10,30,1.852641341437829,0.8052252721038149,-0.3771402603458592,-0.1378966058778684,39,1,0.2422477203182198,-1.0674039587433932,0.9811530525051092
12616,82,1236,3680,3974,11,2,1,7,0,763,896,646,645,2,1,59,104,57,15,13,10,60,-0.3511454815621579,-0.4263830881507376,-0.4269133060693389,-0.1745305666036055,11,0,0.7325393052000749,0.9466999657400792,-0.4305326566994389
70516,100,511,1616,2167,28,2,0,5,0,738,124,1934,1902,3,2,50,70,27,11,54,15,100,-0.3785975837834896,0.3620688094355366,1.4710403669810606,0.0849599885370324,9,1,-1.506525098632851,-1.4151555730466154,0.1154894753765563
47200,62,392,1354,1903,16,2,0,5,0,337,583,1888,1860,2,1,28,119,62,15,10,11,60,0.2823261402148856,0.1107428704102165,-0.3354800018107881,-0.1531607561802588,39,1,-0.8309681375473255,-0.996527896590684,-0.06482678434988
83060,107,1177,4978,5272,28,2,1,7,1,313,896,1311,1309,2,1,59,110,59,15,9,11,60,3.5378357220201035,4.088320518816611,-0.2653153558569839,-0.1378966058778684,11,1,-0.4789639227603525,-1.3697744972797727,3.975078063512756
52144,100,71,672,1036,28,2,0,5,0,138,91,1477,1475,3,2,50,70,27,11,54,15,100,-0.3859914165928746,0.2857702828424607,1.4710403669810606,0.0849599885370324,9,1,-1.5376232153527525,-0.7731918158504912,0.2545114722825567
63988,19,194,898,1224,8,2,0,5,0,384,590,1603,1601,3,3,50,30,7,11,54,16,1,-0.3978065615889527,-0.4217375204064584,-0.3707815893062957,1.3396731433935305,9,0,0.539333984301962,0.7978092452466173,-0.4417506282439039
26171,64,623,2176,2940,30,2,0,1,0,547,689,729,728,2,1,13,175,84,15,33,10,30,-0.4510371619835458,-0.4497512207010199,-0.2927234206826887,-0.0982098150916531,11,1,-0.8355997719524172,-0.9975476960461184,-0.4624887161801581
